
1517535679575,145,JDBC Request,200,OK,Thread Group 1-2,text,true,,16,0,2,2,144,0,140
1517535679375,345,JDBC Request,200,OK,Thread Group 1-1,text,true,,16,0,2,2,344,0,341
1517535679773,1,JDBC Request,200,OK,Thread Group 1-3,text,true,,16,0,1,1,1,0,0
1517535679972,1,JDBC Request,200,OK,Thread Group 1-4,text,true,,16,0,1,1,1,0,0
1517535680172,1,JDBC Request,200,OK,Thread Group 1-5,text,true,,16,0,1,1,1,0,0
